brand,phone_name,oldprice,newprice,release,ram,rom,combined_condition
,iPhone 14 Pro,Giá Liên Hệ,27.990.000đ,,,128 GB,a_new 
,Tecno Spark 10,1.890.000đ,3.590.000đ,,8 GB,128 GB,a_old 
,iPhone 13,Giá Liên Hệ,26.290.000đ,,4 GB,512 GB,a_old 
,OPPO Reno12,8.890.000đ,12.990.000đ,,12 GB,256 GB,a_old 
,Xiaomi Redmi Note 13 Pro,4.390.000đ,6.390.000đ,,8 GB,256 GB,a_old 
,ASUS ROG Phone 7 Ultimate,17.790.000đ,29.990.000đ,,16 GB,512 GB,a_old 
,iPhone 15 Pro Max,36.490.000đ,46.990.000đ,,,1 TB,a_new 
,Xiaomi Redmi 10A,1.590.000đ,2.890.000đ,,3 GB,64 GB,a_old 
,Samsung Galaxy A25,Giá Liên Hệ,6.590.000đ,,6 GB,128 GB,a_old 
,Samsung Galaxy A33,3.990.000đ,7.290.000đ,,8 GB,128 GB,a_old 
,Samsung Galaxy A33,3.990.000đ,7.290.000đ,,8 GB,128 GB,a_old 
,Samsung Galaxy A52,2.790.000đ,9.290.000đ,,8 GB,128 GB,a_old 
,Samsung Galaxy A23,3.190.000đ,5.990.000đ,,6 GB,128 GB,a_old 
,Samsung Galaxy S23 Ultra,15.290.000đ,31.990.000đ,,8 GB,256 GB,a_old 
,iPhone 15 Pro Max,25.490.000 ₫,29.990.000 ₫,,,,a_like_new 
,iPhone 15 Pro,20.190.000 ₫,26.990.000 ₫,,,,a_like_new 
,iPhone 15 Plus,18.290.000 ₫,23.990.000 ₫,,,,a_like_new 
Apple,iPhone 14 Pro Max,21.290.000 ₫,33.990.000 ₫,,6GB,128GB,a_like_new 
Apple,iPhone 14 Pro Max,22.290.000 ₫,33.990.000 ₫,,6GB,128GB,a_like_new 
,iPhone 14 Pro,17.990.000 ₫,31.990.000 ₫,,6GB,128GB,a_like_new 
,iPhone 14 Plus,14.490.000 ₫,31.990.000 ₫,,6 GB,256 GB,a_like_new 
,iPhone 14,12.490.000 ₫,17.990.000 ₫,,6 GB,128GB,a_like_new 
,iPhone 13 Pro Max,15.990.000 ₫,27.490.000 ₫,,,128 GB,a_like_new 
,iPhone 13 Pro,14.190.000 ₫,20.590.000 ₫,,,128 GB,a_like_new 
,iPhone 12 Pro Max,13.490.000 ₫,Liên hệ,,6 GB,128 GB,a_like_new 
Apple,iPhone 12 Pro Max,14.190.000 ₫,33.990.000 ₫,,6 GB,256 GB,a_like_new 
,iPhone 12 Pro,10.290.000 ₫,32.990.000 ₫,,6 GB,128 GB,a_like_new 
,iPhone 12,7.990.000 ₫,24.990.000 ₫,,4 GB,64 GB,a_like_new 
,Samsung Galaxy S24,11.990.000 ₫,22.990.000 ₫,,8GB,128GB,a_like_new 
,iPhone 11 Pro Max,9.290.000 ₫,20.400.000 ₫,,4 GB,64 GB,a_like_new 
,Samsung Galaxy S24 Plus,15.790.000 ₫,26.990.000 ₫,,12GB,256GB,a_like_new 
,iPhone 11 Pro,7.590.000 ₫,17.990.000 ₫,,4 GB,64 GB,a_like_new 
,iPhone 11,6.490.000 ₫,Liên hệ,,4 GB,64 GB,a_like_new 
Samsung,Samsung Galaxy S22 Ultra,11.490.000 ₫,30.990.000 ₫,,8Gb,128 GB,a_like_new 
,iPhone 11 Pro Max,10.290.000 ₫,23.990.000 ₫,,4 GB,256 GB,a_like_new 
Samsung,Samsung Galaxy S23,9.690.000 ₫,24.990.000 ₫,,8Gb,128 GB,a_like_new 
,iPhone Xs MAX,7.290.000 ₫,12.990.000 ₫,,4 GB,64 GB,a_like_new 
,Samsung Galaxy S23 FE Cũ Đẹp,8.290.000 ₫,Liên hệ,,8GB,128GB, 
Apple,iPhone Xs,5.290.000 ₫,Liên hệ,,4GB,64 GB,a_like_new 
,iPhone 13,11.190.000 ₫,24.490.000 ₫,,,128 GB,a_like_new 
Apple,iPhone XR,5.190.000 ₫,11.190.000 ₫,,3 GB,64 GB,a_like_new 
,Samsung Galaxy S21 Ultra,8.290.000 ₫,Liên hệ,,12 GB,128GB,a_like_new 
,Samsung Galaxy S21,5.890.000 ₫,Liên hệ,,8 GB,128 GB,a_like_new 
,Samsung Galaxy S21 Plus,6.790.000 ₫,25.990.000 ₫,,8 GB,128 GB,a_like_new 
Apple,iPhone 14 Pro Max Lock,16.590.000 ₫,33.990.000 ₫,,6GB,128GB, 
Apple,iPhone 8,3.190.000 ₫,6.490.000 ₫,,2GB,64 GB,a_like_new 
Apple,iPhone 8,3.390.000 ₫,6.490.000 ₫,,2GB,64 GB,a_like_new 
Apple,iPhone 8 Plus,4.190.000 ₫,8.490.000 ₫,,3 GB,64 GB,a_like_new 
Apple,iPhone 12,8.590.000 ₫,19.990.000 ₫,,4 GB,128GB,a_like_new 
,iPhone 11 Pro,8.490.000 ₫,18.990.000 ₫,,4 GB,256 GB,a_like_new 
,iPhone 13 Lock,8.390.000 ₫,24.490.000 ₫,,,128 GB,a_like_new 
Apple,iPhone 11,7.490.000 ₫,15.790.000 ₫,,4 GB,128 GB,a_like_new 
Apple,iPhone Xs,5.690.000 ₫,7.490.000 ₫,,4GB,256 GB,a_like_new 
Samsung,Samsung Galaxy S21 FE,5.190.000 ₫,16.990.000 ₫,,6GB,128GB,a_like_new 
Apple,iPhone Xs MAX,7.990.000 ₫,15.390.000 ₫,,4 GB,256 GB,a_like_new 
,Apple iPhone 7,2.590.000 ₫,4.290.000 ₫,,2GB,32 GB,a_like_new 
,iPhone 13 Pro,14.590.000 ₫,20.590.000 ₫,,,256 GB,a_like_new 
Apple,iPhone XR,5.790.000 ₫,11.490.000 ₫,,3 GB,128 GB,a_like_new 
Apple,iPhone X,5.390.000 ₫,12.190.000 ₫,,3 GB,256 GB,a_like_new 
,iPhone 13 Pro Max,16.990.000 ₫,34.990.000 ₫,,,128 GB,a_like_new 
,iPhone 13,12.790.000 ₫,24.490.000 ₫,,,128 GB,a_like_new 
,iPhone 14 Lock,9.990.000 ₫,21.490.000 ₫,,,, 
,iPhone 14 Plus,15.690.000 ₫,31.990.000 ₫,,6 GB,256 GB,a_like_new 
,iPhone 15 Plus,20.390.000 ₫,23.990.000 ₫,,,,a_like_new 
Apple,Apple iPhone 7 plus,3.690.000 ₫,5.990.000 ₫,,3 GB,32 GB,a_like_new 
Apple,Apple iPhone Xs,6.390.000 ₫,13.490.000 ₫,,4GB,512GB,a_like_new 
,Samsung Galaxy S20 FE,4.690.000 ₫,Liên hệ,,6GB,128GB,a_old 
,iPhone 15,15.390.000 ₫,20.990.000 ₫,,,,a_like_new 
,iPhone 15,16.790.000 ₫,20.990.000 ₫,,,,a_like_new 
,Samsung Galaxy Z Flip5,10.490.000 ₫,25.990.000 ₫,,8Gb,256 GB,a_like_new 
Samsung,Samsung Galaxy S22,6.990.000 ₫,21.990.000 ₫,,8Gb,128 GB,a_like_new 
Samsung,Samsung Galaxy S22 Plus,8.190.000 ₫,14.990.000 ₫,,8Gb,128 GB,a_like_new 
,Samsung Galaxy S20 Plus,5.490.000 ₫,7.890.000 ₫,,8 GB,128 GB,a_old 
Samsung,Samsung Galaxy S22 Ultra,12.190.000 ₫,30.990.000 ₫,,12 GB,256 GB,a_like_new 
Apple,iPhone 12 Pro,11.290.000 ₫,Liên hệ,,6 GB,256 GB,a_like_new 
,iPhone 14 Pro,19.490.000 ₫,29.990.000 ₫,,6GB,1 TB,a_like_new 
,iPhone 14 Pro,14.990.000 ₫,31.990.000 ₫,,,, 
,Sony Xperia 1 III,7.990.000 ₫,15.990.000 ₫,,12 GB,256 GB,a_like_new 
Apple,iPhone X,4.690.000 ₫,9.490.000 ₫,,3 GB,64 GB,a_like_new 
,iPhone 12 mini,6.190.000 ₫,Liên hệ,,,,a_like_new 
Apple,iPhone Xs MAX,8.090.000 ₫,15.890.000 ₫,,4 GB,512 GB,a_like_new 
,Điện thoại Sony Xperia 5 II,4.190.000 ₫,6.990.000 ₫,,8 GB,128 GB,a_like_new 
,Samsung Galaxy S20,4.990.000 ₫,11.990.000 ₫,,8 GB,128 GB,a_old 
Apple,iPhone 12 Pro,11.790.000 ₫,32.990.000 ₫,,6 GB,512GB,a_like_new 
Apple,iPad Gen 6 Wifi,3.990.000 ₫,7.990.000 ₫,,2GB,32 GB,a_like_new 
Apple,iPad Air 2 LTE,2.490.000 ₫,6.990.000 ₫,,2GB,16GB,a_old 
Apple,iPad Air 2 LTE,2.699.000 ₫,7.990.000 ₫,,2GB,32 GB,a_like_new 
Apple,iPad Air 1 Wifi,1.990.000 ₫,4.990.000 ₫,,1GB,16GB,a_like_new 
Apple,iPad Air 1 LTE,1.990.000 ₫,4.990.000 ₫,,1GB,16GB,a_like_new 
,iPhone 13,13.690.000 ₫,24.490.000 ₫,,,128 GB,a_like_new 
Apple,iPad Air 2 LTE,2.490.000 ₫,6.990.000 ₫,,2GB,16GB,a_like_new 
Apple,Apple iPhone 12 Mini,6.990.000 ₫,Liên hệ,,4 GB,128 GB,a_like_new 
Apple,Apple iPhone 11 Pro MAX Lock,6.990.000 ₫,18.100.000 ₫,,4 GB,64 GB, 
Apple,iPad Mini 4,2.690.000 ₫,6.490.000 ₫,,2GB,16GB,a_like_new 
Apple,"iPad Gen 5 9.7"" 2017 LTE",4.290.000 ₫,7.490.000 ₫,,2GB,32 GB,a_like_new 
,iPhone 13 Pro Max,17.390.000 ₫,34.990.000 ₫,,,512GB,a_like_new 
,iPhone 12 Lock,5.690.000 ₫,8.090.000 ₫,,4 GB,64 GB,a_old 
,iPhone 13 Pro,15.390.000 ₫,20.790.000 ₫,,,512GB,a_like_new 
Samsung,Samsung Galaxy S23 Ultra,16.990.000 ₫,31.990.000 ₫,,8Gb,256 GB,a_like_new 
Samsung,Samsung Galaxy Z Flip4,10.490.000 ₫,25.990.000 ₫,,8 GB,128 GB, 
,iPhone 14 Pro Max,22.990.000 ₫,Liên hệ,,,,a_like_new 
,iPhone 15 Plus Lock,14.790.000 ₫,Liên hệ,,,, 
Samsung,Samsung Galaxy S23 Plus,12.990.000 ₫,26.990.000 ₫,,8Gb,256 GB,a_like_new 
Apple,iPhone X,5.990.000 ₫,9.490.000 ₫,,3 GB,64 GB,a_new 
Apple,iPhone 12 Pro Max Lock,10.690.000 ₫,13.290.000 ₫,,6 GB,128 GB,a_old 
Apple,iPhone 11 Pro max,10.790.000 ₫,23.990.000 ₫,,4 GB,512GB,a_like_new 
Apple,iPhone 11,7.890.000 ₫,15.790.000 ₫,,4 GB,256 GB,a_like_new 
,iPhone 11 Pro,8.990.000 ₫,18.990.000 ₫,,4 GB,256 GB,a_like_new 
,iPhone 6,Liên hệ,Liên hệ,,,,a_like_new 
,Samsung Galaxy Note 20 Ultra,8.690.000 ₫,Liên hệ,,12 GB,128GB,a_old 
Samsung,Samsung Galaxy S22,7.390.000 ₫,21.990.000 ₫,,8Gb,256 GB,a_like_new 
Apple,iPhone 12 Pro Max,14.990.000 ₫,33.990.000 ₫,,6 GB,512GB,a_like_new 
,iPhone 14 Plus Lock,11.490.000 ₫,28.990.000 ₫,,6 GB,128GB,a_old 
Apple,iPhone 14 Pro Max,22.990.000 ₫,51.990.000 ₫,,6GB,1 TB,a_like_new 
Apple,iPhone 14 Pro Max,22.990.000 ₫,51.990.000 ₫,,6GB,1 TB,a_like_new 
Apple,Apple iPhone SE 2020,3.790.000 ₫,7.490.000 ₫,,3 GB,64 GB,a_like_new 
Apple,iPhone 14 Pro Max Lock,18.790.000 ₫,33.990.000 ₫,,6GB,128GB, 
Apple,Apple iPhone 7 plus,3.390.000 ₫,5.990.000 ₫,,3 GB,32 GB,a_like_new 
,Samsung Galaxy S10e Mỹ,3.990.000 ₫,7.790.000 ₫,,6GB,128 GB,a_old 
,iPhone 15 Pro Max,28.690.000 ₫,33.990.000 ₫,,,,a_like_new 
,Google Pixel 8 Pro Quốc Tế,16.990.000 ₫,25.990.000 ₫,,12 GB,128GB, 
,Google Pixel 8a,9.490.000 ₫,12.990.000 ₫,,8GB,128GB, 
,Google Pixel 5,4.390.000 ₫,8.990.000 ₫,,8Gb,128 GB,a_like_new 
Apple,Apple iPhone SE 2020,4.190.000 ₫,7.490.000 ₫,,3 GB,64 GB,a_like_new 
,Sony Xperia 1 II,4.590.000 ₫,6.990.000 ₫,,8Gb,128 MB,a_like_new 
Apple,Apple iPad Gen 7 2019 WIFI,5.490.000 ₫,8.190.000 ₫,,3 GB,32 GB,a_like_new 
Apple,Apple iPad Gen 8 WIFI,4.490.000 ₫,8.190.000 ₫,,3 GB,32 GB,a_like_new 
Apple,Apple iPad Gen 8,4.990.000 ₫,8.190.000 ₫,,3 GB,32 GB,a_like_new 
,"iPad Gen 9 10.2"" 2021 WiFi",5.690.000 ₫,10.990.000 ₫,,,64 GB,a_old 
Apple,Apple iPhone 7 plus,3.790.000 ₫,5.990.000 ₫,,3 GB,32 GB,a_like_new 
,iPhone 15 Pro Max,30.990.000 ₫,33.990.000 ₫,,,,a_like_new 
,Google Pixel 6 Pro,7.490.000 ₫,15.990.000 ₫,,12 GB,128GB,a_old 
,Google Pixel 6,5.890.000 ₫,14.390.000 ₫,,8Gb,128GB,a_old 
,Google Pixel 6A,5.990.000 ₫,7.490.000 ₫,,6 GB,128GB,a_like_new 
,Google Pixel 7,7.790.000 ₫,12.990.000 ₫,,8Gb,128GB,a_like_new 
,Google Pixel 7 Pro,8.990.000 ₫,20.990.000 ₫,,8Gb,128GB,a_like_new 
,Google Pixel 7a,9.290.000 ₫,12.990.000 ₫,,8Gb,128GB,a_new 
,Google Pixel 7 Pro,11.990.000 ₫,20.990.000 ₫,,8Gb,128GB,a_new 
,Google Pixel 7,10.990.000 ₫,12.990.000 ₫,,8Gb,128GB,a_new 
Samsung,Samsung Galaxy Z Flip4,7.990.000 ₫,25.990.000 ₫,,8 GB,128 GB,a_old 
Samsung,Samsung Galaxy Z Flip4,8.990.000 ₫,25.990.000 ₫,,8 GB,128 GB, 
,iPhone 13,12.990.000 ₫,24.490.000 ₫,,,128 GB, 
,Apple Watch Series 6 44mm,3.990.000 ₫,13.990.000 ₫,,,,a_like_new 
,Google Pixel 6,6.490.000 ₫,14.390.000 ₫,,8Gb,256 GB,a_old 
,Sony Xperia 5,2.890.000 ₫,4.950.000 ₫,,6 GB,64GB,a_like_new 
,Samsung Galaxy Z Flip,3.990.000 ₫,24.990.000 ₫,,8 GB,256 GB,a_old 
,Sony Xperia 1,3.590.000 ₫,4.990.000 ₫,,6GB,64 GB,a_like_new 
,Samsung Galaxy A90  Hàn,4.990.000 ₫,6.690.000 ₫,,6 GB,128 GB,a_old 
Apple,iPad Air 2 LTE,3.490.000 ₫,7.990.000 ₫,,2GB,64 GB,a_like_new 
,Samsung Galaxy S10,4.590.000 ₫,6.490.000 ₫,,8 GB,128 GB,a_old 
Samsung,Samsung Galaxy S22 Ultra,12.990.000 ₫,30.990.000 ₫,,12 GB,512 GB,a_like_new 
,Samsung Galaxy S10 Lite,3.190.000 ₫,7.190.000 ₫,,,,a_old 
,Samsung Galaxy Z Fold5,20.990.000 ₫,44.990.000 ₫,,,,a_like_new 
,iPhone 14 Pro,20.990.000 ₫,Liên hệ,,,,a_like_new 
,iPhone 14,13.090.000 ₫,19.990.000 ₫,,,,a_like_new 
,iPhone 14 Pro,19.890.000 ₫,41.990.000 ₫,,,,a_like_new 
,Sony Xperia 5 Mark 3,4.990.000 ₫,7.990.000 ₫,,8GB,128GB, 
,iPhone 15 Pro,21.990.000 ₫,31.990.000 ₫,,,,a_like_new 
,iPhone 15 Pro,21.990.000 ₫,31.990.000 ₫,,,,a_like_new 
,iPhone 15 Plus,20.690.000 ₫,23.990.000 ₫,,,,a_like_new 
,Google Pixel 5A,3.990.000 ₫,7.490.000 ₫,,6GB,128GB,a_like_new 
,Google Pixel 4A,3.190.000 ₫,5.490.000 ₫,,6 GB,128GB,a_like_new 
,Google Pixel 4A,3.790.000 ₫,5.490.000 ₫,,6 GB,128GB,a_like_new 
,Google Pixel 4 XL,3.790.000 ₫,7.690.000 ₫,,6GB,64 GB,a_like_new 
,Google Pixel 4,3.490.000 ₫,6.690.000 ₫,,6GB,64 GB,a_like_new 
,Google Pixel 3a,2.390.000 ₫,2.390.000 ₫,,4GB,64 GB,a_like_new 
Samsung,Samsung Galaxy Z Fold4,14.690.000 ₫,40.990.000 ₫,,12 GB,256 GB,a_old 
,Apple Watch Series 4 Lte 40mm -,2.990.000 ₫,2.990.000 ₫,,768 MB RAM,16GB,a_like_new 
Apple,iPhone 8 Plus,Liên hệ,Liên hệ,,3 GB,256 GB,a_like_new 
Apple,Apple iPhone 12 Mini,7.290.000 ₫,Liên hệ,,4 GB,256 GB,a_like_new 
,iPhone 15 Pro,26.690.000 ₫,31.990.000 ₫,,,,a_like_new 
Samsung,Samsung Galaxy S22 Plus,8.690.000 ₫,16.990.000 ₫,,8Gb,256GB,a_like_new 
,Samsung Galaxy A71   Hàn,4.290.000 ₫,4.490.000 ₫,,8 GB,128 GB,a_old 
,Samsung Galaxy A51,3.490.000 ₫,3.790.000 ₫,,6GB,128 GB,a_old 
,Samsung Galaxy A22  Hàn,2.890.000 ₫,2.890.000 ₫,,4GB,128 GB,a_old 
Samsung,Samsung Galaxy A53,4.390.000 ₫,9.990.000 ₫,,8 GB,128 GB,a_like_new 
Samsung,Samsung Galaxy A33,4.390.000 ₫,8.490.000 ₫,,6GB,128 GB,a_old 
Apple,iPad Mini 4,4.790.000 ₫,8.990.000 ₫,,2GB,128 GB,a_like_new 
Apple,Apple iPad Mini 5 Wifi,4.590.000 ₫,Liên hệ,,3 GB,64 GB,a_like_new 
Apple,Apple iPad Mini 5,9.990.000 ₫,10.990.000 ₫,,3 GB,64 GB,a_like_new 
Apple,iPad Mini 3,2.990.000 ₫,5.990.000 ₫,,,4+64G,a_like_new 
Apple,Apple iPad Pro 10.5,6.290.000 ₫,10.990.000 ₫,,4 GB,64 GB,a_like_new 
Apple,iPad Air 1 LTE,2.290.000 ₫,5.490.000 ₫,,1GB,32 GB,a_like_new 
Samsung,Samsung Galaxy A12,Liên hệ,Liên hệ,,4GB,128 GB,a_old 
,Samsung Note 10 Plus,Liên hệ,Liên hệ,,12 GB,256 GB,a_old 
Apple,Apple iPhone 11 Lock,4.690.000 ₫,12.490.000 ₫,,4 GB,64 GB,a_old 
,Samsung Galaxy S21 Plus,7.290.000 ₫,Liên hệ,,8 GB,256 GB,a_like_new 
,Samsung Galaxy Note 20 Ultra,8.990.000 ₫,17.990.000 ₫,,12 GB,256 GB,a_old 
,LG V60 ThinQ,2.990.000 ₫,Liên hệ,,8 GB,128GB,a_like_new 
,Google Pixel 6 Pro,10.990.000 ₫,22.490.000 ₫,,12 GB,128GB,a_new 
Apple,iPhone 11,8.490.000 ₫,21.690.000 ₫,,4 GB,128 GB, 
,Google Pixel 6a,7.990.000 ₫,7.990.000 ₫,,6 GB,128GB,a_new 
,Samsung Galaxy S24 Ultra,19.990.000 ₫,Liên hệ,,12GB,256GB,a_like_new 
,iPhone 14,15.690.000 ₫,19.990.000 ₫,,,,a_like_new 
Samsung,Samsung Galaxy A23,3.290.000 ₫,3.590.000 ₫,,4GB,128GB,a_like_new 
,Samsung Galaxy Note 20,5.990.000 ₫,23.990.000 ₫,,8 GB,128GB,a_old 
,Samsung S20 Ultra,6.990.000 ₫,14.990.000 ₫,,12 GB,128GB,a_old 
,iPhone 13 mini,9.490.000 ₫,Liên hệ,,,,a_like_new 
Apple,iPhone 12,9.390.000 ₫,24.990.000 ₫,,4 GB,256 GB,a_like_new 
,Samsung Galaxy S10 Plus,Liên hệ,Liên hệ,,8 GB,512 GB,a_old 
,Samsung Galaxy Note 10,Liên hệ,Liên hệ,,8 GB,256 GB,a_old 
Samsung,Galaxy Z Fold2,Liên hệ,Liên hệ,,12 GB,256GB & 512GB,a_old 
,Samsung Galaxy A82   Hàn,Liên hệ,Liên hệ,,6GB,128GB,a_old 
,Samsung Galaxy S20 Plus,6.190.000 ₫,23.990.000 ₫,,12 GB,256 GB,a_like_new 
,Samsung Galaxy S20 Plus,5.790.000 ₫,23.990.000 ₫,,12 GB,128 GB,a_like_new 
Apple,iPhone 11,7.990.000 ₫,Liên hệ,,4 GB,64GB, 
,Samsung Note 10 Plus,Liên hệ,Liên hệ,,12 GB,256 GB,a_old 
,Samsung Galaxy S10 Plus,Liên hệ,Liên hệ,,8 GB,128 GB,a_old 
,Samsung Galaxy Note 10 Plus,Liên hệ,Liên hệ,,12 GB,256 GB,a_old 
,Samsung Galaxy Note 9 Mỹ,Liên hệ,Liên hệ,,6 GB,128 GB,a_old 
,Samsung Galaxy S10 Plus,Liên hệ,Liên hệ,,8 GB,128 GB,a_old 
,Samsung Galaxy A73,3.290.000 ₫,Liên hệ,,8Gb,128GB,a_old 
,Samsung S20 Ultra,Liên hệ,Liên hệ,,12 GB,256 GB,a_old 
Apple,iPad 4,2.590.000 ₫,2.990.000 ₫,,1 GB,16GB, 
,Samsung Galaxy S21,6.290.000 ₫,6.990.000 ₫,,8 GB,256 GB,a_like_new 
,Samsung Galaxy S21 Ultra,8.590.000 ₫,Liên hệ,,12 GB,256 GB,a_like_new 
,Samsung Galaxy S21 Ultra,9.490.000 ₫,10.990.000 ₫,,12 GB,512GB,a_like_new 
,Google Pixel 6 Pro,8.990.000 ₫,15.990.000 ₫,,12 GB,256 GB,a_old 
,Điện thoại Sharp Aquos R6,6.590.000 ₫,7.990.000 ₫,,12 GB,128 GB, 
,iPhone 13 Pro Max,18.390.000 ₫,,,6 GB,256 GB,a_like_new 
,iPhone 13,11.990.000 ₫,,,4 GB,128 GB,a_like_new 
,iPhone Xs Max,7.490.000 ₫,,,,256 GB,a_old 
,iPhone 11,7.490.000 ₫,,,4 GB,128 GB,a_old 
,iPhone 13 Pro Max,17.290.000 ₫,,,6 GB,256 GB,a_like_new 
,iPhone X,5.890.000 ₫,,,,256 GB,a_like_new 
,iPhone 12,9.290.000 ₫,,,,128 GB,a_old 
,iPhone 11 Pro,8.290.000 ₫,,,4 GB,64 GB,a_like_new 
,iPhone 13 Pro Max,18.890.000 ₫,,,6 GB,512 GB,a_old 
,iPhone 11,6.990.000 ₫,,,4 GB,64 GB,a_like_new 
,iPhone 12 Pro Max,14.290.000 ₫,,,,128 GB,a_old 
,iPhone 11,7.990.000 ₫,,,4 GB,128 GB,a_like_new 
,iPhone 13,13.590.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 11 Pro,9.890.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 11 Pro,7.690.000 ₫,,,4 GB,64 GB,a_old 
,iPhone 12 Pro,12.090.000 ₫,,,,128 GB,a_like_new 
,iPhone Xs,5.790.000 ₫,,,,64 GB,a_like_new 
,iPhone X,5.190.000 ₫,,,,64 GB,a_like_new 
,iPhone 11 Pro Max,10.390.000 ₫,,,4 GB,64 GB,a_like_new 
,iPhone 14 Pro Max,22.590.000 ₫,,,6 GB,128 GB,a_like_new 
,iPhone XR,5.590.000 ₫,,,,64 GB,a_like_new 
,iPhone 11,6.490.000 ₫,,,4 GB,64 GB,a_old 
,OPPO Reno11 F,5.990.000 ₫,,,8 GB,256 GB,a_like_new 
,iPhone 11 Pro Max,11.890.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 15 Plus,19.390.000 ₫,,,,128 GB,a_like_new 
,iPhone Xs Max,7.190.000 ₫,,,,64 GB,a_like_new 
,iPhone Xs Max,6.590.000 ₫,,,,64 GB,a_old 
,iPhone 15 Pro Max,26.690.000 ₫,,,,256 GB,a_like_new 
,iPhone SE 2022,8.490.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 8 Plus,4.590.000 ₫,,,3 GB,64 GB,a_like_new 
,Samsung Galaxy S21 Ultra,8.990.000 ₫,,,8 GB,128 GB,a_like_new 
,iPhone 14 Pro,17.390.000 ₫,,,,128 GB,a_old 
,iPhone 15,16.790.000 ₫,,,,128 GB,a_like_new 
,iPhone 12 Pro Max,15.290.000 ₫,,,,256 GB,a_old 
,Nubia Neo 2,3.790.000 ₫,,,,,a_new 
,Xiaomi Redmi Note 13 Pro Plus,7.090.000 ₫,,,8 GB,256 GB,a_like_new 
,iPhone SE 2022,7.390.000 ₫,,,4 GB,128 GB,a_old 
,iPhone 14 Pro,19.390.000 ₫,,,,128 GB,a_like_new 
,iPhone 6s,2.390.000 ₫,,,,64 GB,a_like_new 
,iPhone Xs Max,8.090.000 ₫,,,,256 GB,a_like_new 
,iPhone 12 Pro Max,15.290.000 ₫,,,,128 GB,a_like_new 
,iPhone 11,8.990.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 13 Pro,15.590.000 ₫,,,6 GB,128 GB,a_like_new 
,iPhone 12,9.990.000 ₫,,,,128 GB,a_like_new 
,iPhone 7,3.090.000 ₫,,,,128 GB,a_like_new 
,iPhone 12,8.290.000 ₫,,,,64 GB,a_old 
,iPhone 12 Pro Max,15.790.000 ₫,,,6 GB,512 GB,a_old 
,Xiaomi Redmi Note 13 Pro,5.390.000 ₫,,,8 GB,256 GB,a_like_new 
,iPhone 15 Pro Max,29.990.000 ₫,,,,512 GB,a_like_new 
,iPhone 15 Pro,21.890.000 ₫,,,,128 GB,a_like_new 
,iPhone 13 Pro Max,16.290.000 ₫,,,6 GB,128 GB,a_old 
,iPhone XR,6.190.000 ₫,,,,128 GB,a_like_new 
,iPhone 7 Plus,4.490.000 ₫,,,,128 GB,a_like_new 
,iPhone 13 Mini,10.790.000 ₫,,,4 GB,128 GB,a_like_new 
,iPhone 7 Plus,3.590.000 ₫,,,,32 GB,a_like_new 
,Tecno Camon 30,4.690.000 ₫,,,8 GB,256 GB,a_new 
,Samsung Galaxy A35,5.790.000 ₫,,,8 GB,128 GB,a_like_new 
,iPhone 12,8.990.000 ₫,,,,64 GB,a_like_new 
,OPPO Reno8 T,4.790.000 ₫,,,8GB + Mở rộng 8GB,256 GB,a_like_new 
,iPhone 12 Pro Max,16.290.000 ₫,,,,256 GB,a_like_new 
,iPhone 8 Plus,5.590.000 ₫,,,,256 GB,a_like_new 
,iPhone Xs,6.790.000 ₫,,,,256 GB,a_like_new 
,Xiaomi Redmi Note 13 Pro,5.290.000 ₫,,,8 GB,128 GB, 
,Xiaomi 13T,6.490.000 ₫,,,8 GB,256 GB,a_old 
,iPhone 13,12.890.000 ₫,,,4 GB,256 GB,a_old 
,iPhone 14 Pro,20.390.000 ₫,,,6 GB,256 GB,a_like_new 
,iPhone X,4.690.000 ₫,,,,64 GB,a_old 
,OPPO Reno11 F,6.590.000 ₫,,,8 GB,256 GB,a_new 
,OPPO Reno8 T,4.790.000 ₫,,,8 GB,128 GB,a_like_new 
,iPhone 14 Pro Max,22.590.000 ₫,,,,256 GB,a_old 
,iPhone 11 Pro Max,11.190.000 ₫,,,4 GB,256 GB,a_old 
,iPhone 14 Pro,18.390.000 ₫,,,,128 GB,a_old 
,iPhone 11 Pro,9.190.000 ₫,,,4 GB,256 GB,a_old 
,iPhone 13 Pro,16.590.000 ₫,,,6 GB,256 GB,a_like_new 
,iPhone Xs,5.290.000 ₫,,,,64 GB,a_old 
,iPhone 12 Pro,11.390.000 ₫,,,,128 GB,a_old 
,iPhone 14 Plus,15.090.000 ₫,,,6 GB,128 GB,a_old 
,Vivo V30E,7.890.000 ₫,,,12 GB,256 GB,a_new 
,iPhone 12 Mini,7.990.000 ₫,,,,128 GB,a_old 
,Xiaomi Redmi Note 13 Pro,5.290.000 ₫,,,8 GB,128 GB,a_new 
,iPhone 11 Pro Max,9.690.000 ₫,,,4 GB,64 GB,a_old 
,iPhone 13 Pro Max,17.390.000 ₫,,,6 GB,256 GB,a_old 
,OPPO Find X5 Pro,13.590.000 ₫,,,12 GB,256 GB,a_new 
